ecosystem,country,mean_severity_C2a,extent_C2a,mean_severity_C2b,extent_C2b,mean_severity_D1,extent_D1,mean_severity_D2b,extent_D2b,mean_severity_D3,extent_D3
Tropical Flooded & Swamp Forest,Jamaica,NA,NA,0.552,1,0,1,NA,NA,0.24,1
Tropical Flooded & Swamp Forest,United States,NA,NA,0.466,1,0.314,1,NA,NA,0.399,1
Tropical Flooded & Swamp Forest,Guadeloupe,NA,NA,0.543,1,0,1,NA,NA,0,1
Tropical Flooded & Swamp Forest,Haiti,NA,NA,0.037,1,0,1,NA,NA,0.261,1
Tropical Flooded & Swamp Forest,Antigua and Barbuda,NA,NA,0,1,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Bahamas,NA,NA,0.032,1,0.157,1,NA,NA,0.216,1
Tropical Flooded & Swamp Forest,Barbados,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Dominica,NA,NA,0,1,0,1,NA,NA,0.194,1
Tropical Flooded & Swamp Forest,Grenada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Guadeloupe,NA,NA,0.462,1,0,1,NA,NA,0,1
Tropical Flooded & Swamp Forest,Guatemala,NA,NA,0.236,1,0.289,1,0.415,1,0.312,1
Tropical Flooded & Swamp Forest,Dominican Republic,NA,NA,0.127,1,0.181,1,NA,NA,0.32,1
Tropical Flooded & Swamp Forest,United States,NA,NA,0,1,0.25,1,NA,NA,0.5,1
Tropical Flooded & Swamp Forest,Virgin Islands,NA,NA,0.533,1,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Bahamas,NA,NA,0.104,1,0.131,1,NA,NA,0.192,1
Tropical Flooded & Swamp Forest,Antigua and Barbuda,NA,NA,0.259,1,0.25,1,NA,NA,0.5,1
Tropical Flooded & Swamp Forest,Belize,NA,NA,0.419,1,0.227,1,0.282,1,0.289,1
Tropical Flooded & Swamp Forest,Costa Rica,NA,NA,0.28,1,0.251,1,0.364,1,0.541,1
Tropical Flooded & Swamp Forest,Cuba,NA,NA,0.177,1,0.181,1,NA,NA,0.262,1
Tropical Flooded & Swamp Forest,Mexico,NA,NA,0.29,1,0.223,1,0.369,1,0.243,1
Tropical Flooded & Swamp Forest,Nicaragua,NA,NA,0.321,1,0.298,1,0.372,1,0.422,1
Tropical Flooded & Swamp Forest,Panama,NA,NA,NA,NA,0.242,1,0.205,1,0.298,1
Tropical Flooded & Swamp Forest,Puerto Rico,NA,NA,0.27,1,0.09,1,NA,NA,0.393,1
Tropical Flooded & Swamp Forest,Saint Lucia,NA,NA,0.064,1,NA,NA,NA,NA,0,1
Tropical Flooded & Swamp Forest,Saint Vincent and the Grenadines,NA,NA,0,1,NA,NA,NA,NA,0,1
Tropical Flooded & Swamp Forest,Turks and Caicas Islands,NA,NA,0.041,1,0.5,1,NA,NA,0.5,1
Tropical Flooded & Swamp Forest,Haiti,NA,NA,0.122,1,0,1,NA,NA,0.369,1
Tropical Flooded & Swamp Forest,Honduras,NA,NA,0.336,1,0.172,1,0.385,1,0.292,1
Tropical Flooded & Swamp Forest,Jamaica,NA,NA,0.296,1,0.047,1,NA,NA,0.229,1
Tropical Flooded & Swamp Forest,Trinidad and Tobago,NA,NA,0.475,1,0.117,1,NA,NA,0.734,1
Tropical Flooded & Swamp Forest,Martinique,NA,NA,0.046,1,0,1,NA,NA,0,1
Tropical Flooded & Swamp Forest,Jamaica,NA,NA,0.016,1,0,1,NA,NA,0.25,1
Tropical Flooded & Swamp Forest,Honduras,NA,NA,0.599,1,0.206,1,0.2,1,0.398,1
Tropical Flooded & Swamp Forest,Costa Rica,NA,NA,0.499,1,0.31,1,0.33,1,0.626,1
Tropical Flooded & Swamp Forest,Colombia,NA,NA,0.286,1,0.203,1,0.089,1,0.177,1
Tropical Flooded & Swamp Forest,Guatemala,NA,NA,0.38,1,0.237,1,0.58,1,0.183,1
Tropical Flooded & Swamp Forest,Belize,NA,NA,0.429,1,0.211,1,0.303,1,0.297,1
Tropical Flooded & Swamp Forest,Mexico,NA,NA,0.305,1,0.252,1,0.534,1,0.287,1
Tropical Flooded & Swamp Forest,El Salvador,NA,NA,0.318,1,NA,NA,0.841,1,0.25,1
Tropical Flooded & Swamp Forest,Ecuador,NA,NA,0,1,0.432,1,0.176,1,0.652,1
Tropical Flooded & Swamp Forest,Nicaragua,NA,NA,0.418,1,0.328,1,0.232,1,0.427,1
Tropical Flooded & Swamp Forest,Panama,NA,NA,NA,NA,0.271,1,0.358,1,0.442,1
Tropical Flooded & Swamp Forest,United States,NA,NA,0.535,1,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Trinidad and Tobago,NA,NA,0,1,0.082,1,NA,NA,0.75,1
Tropical Flooded & Swamp Forest,Guatemala,NA,NA,0.392,1,0.238,1,0.479,1,0.158,1
Tropical Flooded & Swamp Forest,Costa Rica,NA,NA,0.506,1,0.242,1,0.435,1,0.637,1
Tropical Flooded & Swamp Forest,Mexico,NA,NA,0.359,1,0.204,1,0.277,1,0.212,1
Tropical Flooded & Swamp Forest,El Salvador,NA,NA,0.228,1,0.049,1,0.742,1,0.115,1
Tropical Flooded & Swamp Forest,Panama,NA,NA,NA,NA,0.266,1,0.347,1,0.369,1
Tropical Flooded & Swamp Forest,Nicaragua,NA,NA,0.522,1,0.333,1,0.255,1,0.436,1
Tropical Flooded & Swamp Forest,Honduras,NA,NA,0.495,1,0.148,1,0.135,1,0.317,1
Tropical Flooded & Swamp Forest,Colombia,NA,NA,0.215,1,0.215,1,0.633,1,0.151,1
Tropical Flooded & Swamp Forest,Belize,NA,NA,0.483,1,0.223,1,0.258,1,0.334,1
Tropical Flooded & Swamp Forest,Guyana,NA,NA,NA,NA,0.011,1,0,1,0.111,1
Tropical Flooded & Swamp Forest,Venezuela,NA,NA,0.362,1,0.248,1,0.561,1,0.241,1
Tropical Flooded & Swamp Forest,Colombia,NA,NA,0.274,1,0.185,1,0.744,1,0.129,1
Tropical Flooded & Swamp Forest,Peru,NA,NA,NA,NA,NA,NA,0.99,1,NA,NA
Tropical Flooded & Swamp Forest,Ecuador,NA,NA,0.052,1,0.29,1,0.143,1,0.441,1
Tropical Flooded & Swamp Forest,Colombia,NA,NA,0.352,1,0.246,1,0.106,1,0.254,1
Tropical Flooded & Swamp Forest,Panama,NA,NA,0.941,1,0.251,1,0.045,1,0.307,1
Tropical Flooded & Swamp Forest,Colombia,NA,NA,0.428,1,0.138,1,0.212,1,0.159,1
Tropical Flooded & Swamp Forest,Venezuela,NA,NA,0.478,1,0.22,1,0.363,1,0.251,1
Tropical Flooded & Swamp Forest,Peru,NA,NA,0.53,1,NA,NA,0.561,1,NA,NA
Tropical Flooded & Swamp Forest,Ecuador,NA,NA,0.337,1,0.207,1,0.613,1,0.048,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.499,1,0.118,1,0.078,1,0.119,1
Tropical Flooded & Swamp Forest,Venezuela,NA,NA,0.137,1,0.033,1,0.004,1,0.048,1
Tropical Flooded & Swamp Forest,Suriname,NA,NA,0.281,1,0.069,1,0.016,1,0.105,1
Tropical Flooded & Swamp Forest,Guyana,NA,NA,0.432,1,0.002,1,0.074,1,0.01,1
Tropical Flooded & Swamp Forest,French Guiana,NA,NA,0.049,1,0.033,1,0.068,1,0.036,1
Tropical Flooded & Swamp Forest,Colombia,NA,NA,0.263,1,0.018,1,0.039,1,0.019,1
Tropical Flooded & Swamp Forest,Guyana,NA,NA,0.333,1,0.015,1,0.121,1,0.056,1
Tropical Flooded & Swamp Forest,Colombia,NA,NA,0.216,1,0.064,1,0.002,1,0.058,1
Tropical Flooded & Swamp Forest,French Guiana,NA,NA,0.064,1,0.067,1,0.028,1,0.069,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.27,1,0.173,1,0.284,1,0.165,1
Tropical Flooded & Swamp Forest,Suriname,NA,NA,0.188,1,0.07,1,0.198,1,0.179,1
Tropical Flooded & Swamp Forest,Venezuela,NA,NA,0.13,1,0.061,1,0.033,1,0.085,1
Tropical Flooded & Swamp Forest,French Guiana,0.463,1,0.15,1,0.163,1,0.205,1,0.198,1
Tropical Flooded & Swamp Forest,Guyana,0.25,1,0.386,1,0.058,1,0.139,1,0.193,1
Tropical Flooded & Swamp Forest,Saint Vincent and the Grenadines,0.122,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Grenada,0.286,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Trinidad and Tobago,0.06,1,0,1,0.146,1,NA,NA,0.75,1
Tropical Flooded & Swamp Forest,Saint Lucia,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Barbados,0.029,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Brazil,0.823,1,0.109,1,0.277,1,0.015,1,0.215,1
Tropical Flooded & Swamp Forest,Suriname,0.488,1,0.379,1,0.073,1,0.183,1,0.155,1
Tropical Flooded & Swamp Forest,Venezuela,0.42,1,0.483,1,0.293,1,0.027,1,0.361,1
Tropical Flooded & Swamp Forest,Venezuela,NA,NA,0.398,1,0.188,1,0.322,1,0.212,1
Tropical Flooded & Swamp Forest,Colombia,NA,NA,0.274,1,0.23,1,0.541,1,0.304,1
Tropical Flooded & Swamp Forest,Ecuador,NA,NA,0.231,1,0.277,1,0.356,1,0.373,1
Tropical Flooded & Swamp Forest,Peru,NA,NA,0.253,1,0.191,1,0.17,1,0.24,1
Tropical Flooded & Swamp Forest,Peru,NA,NA,0.244,1,0.362,1,0.35,1,0.396,1
Tropical Flooded & Swamp Forest,Bolivia,NA,NA,0.391,1,0.029,1,0.597,1,0.02,1
Tropical Flooded & Swamp Forest,Chile,NA,NA,0.759,1,NA,NA,0.497,1,NA,NA
Tropical Flooded & Swamp Forest,Argentina,NA,NA,0.395,1,0.323,1,0.354,1,0.406,1
Tropical Flooded & Swamp Forest,Argentina,NA,NA,0.413,1,0.229,1,0.471,1,0.357,1
Tropical Flooded & Swamp Forest,Peru,NA,NA,0.282,1,0.053,1,0.154,1,0.098,1
Tropical Flooded & Swamp Forest,Bolivia,NA,NA,0.319,1,0.066,1,0.282,1,0.072,1
Tropical Flooded & Swamp Forest,Peru,NA,NA,0.322,1,0.316,1,0.29,1,0.32,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.341,1,0.178,1,0.037,1,0.15,1
Tropical Flooded & Swamp Forest,Bolivia,NA,NA,NA,NA,0.237,1,0.397,1,0.289,1
Tropical Flooded & Swamp Forest,Colombia,NA,NA,0.252,1,0.172,1,0.022,1,0.173,1
Tropical Flooded & Swamp Forest,Peru,NA,NA,0.342,1,0.238,1,0.012,1,0.283,1
Tropical Flooded & Swamp Forest,Ecuador,NA,NA,0.297,1,0.13,1,0.045,1,0.145,1
Tropical Flooded & Swamp Forest,Brazil,0.439,1,0.341,1,0.24,1,0.017,1,0.242,1
Tropical Flooded & Swamp Forest,Venezuela,0.537,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Suriname,0.338,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Colombia,0.371,1,0.228,1,0.153,1,0.012,1,0.156,1
Tropical Flooded & Swamp Forest,Bolivia,0.177,1,NA,NA,0.25,1,0.764,1,0.333,1
Tropical Flooded & Swamp Forest,Peru,0.33,1,0.342,1,0.233,1,0.005,1,0.275,1
Tropical Flooded & Swamp Forest,Guyana,0.481,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Panama,0.333,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Ecuador,0.238,1,0.319,1,0.121,1,0.024,1,0.142,1
Tropical Flooded & Swamp Forest,Ecuador,0.155,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Brazil,0.553,1,0.282,1,0.197,1,0.03,1,0.183,1
Tropical Flooded & Swamp Forest,Colombia,0.514,1,0.925,1,NA,NA,0,1,NA,NA
Tropical Flooded & Swamp Forest,Bolivia,0.53,1,0.36,1,0.049,1,0.172,1,0.042,1
Tropical Flooded & Swamp Forest,Peru,0.372,1,0.311,1,0.181,1,0.034,1,0.197,1
Tropical Flooded & Swamp Forest,Venezuela,0.717,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Guyana,0.861,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Colombia,NA,NA,NA,NA,0.25,1,0,1,0.25,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.2,1,0.201,1,0.049,1,0.224,1
Tropical Flooded & Swamp Forest,Peru,NA,NA,0.287,1,0.201,1,0.026,1,0.225,1
Tropical Flooded & Swamp Forest,Bolivia,NA,NA,0.431,1,0.047,1,0.188,1,0.039,1
Tropical Flooded & Swamp Forest,Ecuador,0.052,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,French Guiana,0.325,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Peru,0.102,1,0.254,1,0.252,1,0.001,1,0.267,1
Tropical Flooded & Swamp Forest,Colombia,0.289,1,0.276,1,0.119,1,0.003,1,0.121,1
Tropical Flooded & Swamp Forest,Suriname,0.485,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Venezuela,0.589,1,0.137,1,0.011,1,0,1,0.026,1
Tropical Flooded & Swamp Forest,Panama,0.342,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Guyana,0.752,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Brazil,0.504,1,0.276,1,0.131,1,0.019,1,0.142,1
Tropical Flooded & Swamp Forest,Guyana,0.034,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Suriname,0.011,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,French Guiana,0.011,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Venezuela,0.174,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Bolivia,0.206,1,0.295,1,0.071,1,0.126,1,0.022,1
Tropical Flooded & Swamp Forest,Brazil,0.334,1,0.236,1,0.242,1,0.078,1,0.308,1
Tropical Flooded & Swamp Forest,Colombia,0.244,1,0.208,1,0.107,1,0,1,0.115,1
Tropical Flooded & Swamp Forest,Ecuador,0.001,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Peru,0.02,1,0.168,1,0.249,1,0,1,0.272,1
Tropical Flooded & Swamp Forest,Colombia,NA,NA,NA,NA,0.25,1,0,1,0.25,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.235,1,0.159,1,0.032,1,0.16,1
Tropical Flooded & Swamp Forest,Bolivia,NA,NA,0.348,1,0.059,1,0.09,1,0.031,1
Tropical Flooded & Swamp Forest,French Guiana,NA,NA,NA,NA,0.369,1,0,1,0.321,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.289,1,0.307,1,0.076,1,0.481,1
Tropical Flooded & Swamp Forest,Brazil,0.031,1,0.203,1,0.225,1,0.566,1,0.427,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.25,1,0.336,1,0.336,1,0.475,1
Tropical Flooded & Swamp Forest,Paraguay,NA,NA,0.135,1,0.305,1,0.328,1,0.29,1
Tropical Flooded & Swamp Forest,Argentina,NA,NA,0.634,1,0.351,1,0.228,1,0.342,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.349,1,0.175,1,0.201,1,0.231,1
Tropical Flooded & Swamp Forest,Paraguay,NA,NA,0.371,1,0.302,1,0.595,1,0.118,1
Tropical Flooded & Swamp Forest,Bolivia,NA,NA,0.332,1,0.07,1,0.215,1,0.076,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.311,1,0.117,1,0.019,1,0.112,1
Tropical Flooded & Swamp Forest,Bolivia,NA,NA,0.45,1,0.059,1,0.185,1,0.07,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.333,1,NA,NA,0,1,NA,NA
Tropical Flooded & Swamp Forest,Bolivia,NA,NA,0.327,1,0.086,1,0.222,1,0.109,1
Tropical Flooded & Swamp Forest,Paraguay,NA,NA,0.92,1,NA,NA,0.461,1,NA,NA
Tropical Flooded & Swamp Forest,Bolivia,NA,NA,0.845,1,0.035,1,0.227,1,0.027,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.757,1,0.168,1,0.274,1,0.174,1
Tropical Flooded & Swamp Forest,Bolivia,0.051,1,0.21,1,0.098,1,0.188,1,0.096,1
Tropical Flooded & Swamp Forest,Uruguay,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Chile,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Peru,0.011,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Flooded & Swamp Forest,Argentina,0.061,1,0.651,1,0.2,1,0.512,1,0.237,1
Tropical Flooded & Swamp Forest,Brazil,0.018,1,0.613,1,0.21,1,0.494,1,0.21,1
Tropical Flooded & Swamp Forest,Paraguay,0.266,1,0.448,1,0.002,1,0.302,1,0.002,1
Tropical Flooded & Swamp Forest,Paraguay,0.318,1,0.508,1,0.082,1,0.317,1,0.082,1
Tropical Flooded & Swamp Forest,Bolivia,0.212,1,0.292,1,0.013,1,0.216,1,0.01,1
Tropical Flooded & Swamp Forest,Brazil,0,1,0.603,1,NA,NA,0.138,1,NA,NA
Tropical Flooded & Swamp Forest,Argentina,0.244,1,0.397,1,0.164,1,0.582,1,0.247,1
Tropical Flooded & Swamp Forest,Brazil,NA,NA,0.876,1,0.085,1,0.228,1,0.085,1
Tropical Flooded & Swamp Forest,Paraguay,NA,NA,0.527,1,0,1,0.408,1,0,1
Tropical Flooded & Swamp Forest,Bolivia,NA,NA,1,1,NA,NA,0.04,1,NA,NA
Tropical Flooded & Swamp Forest,Argentina,NA,NA,0.652,1,0.422,1,0.468,1,0.391,1
Tropical Flooded & Swamp Forest,Paraguay,NA,NA,NA,NA,NA,NA,0.567,1,NA,NA
Tropical Flooded & Swamp Forest,Argentina,NA,NA,0.324,1,NA,NA,0.631,1,NA,NA
Warm Temperate Forest,Chile,NA,NA,NA,NA,0.173,1,NA,NA,0.562,1
Warm Temperate Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Warm Temperate Forest,Chile,NA,NA,NA,NA,0.107,1,NA,NA,0.139,1
Warm Temperate Forest,Argentina,NA,NA,NA,NA,0.158,1,NA,NA,0.148,1
Warm Temperate Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Warm Temperate Forest,Argentina,NA,NA,NA,NA,0.002,1,NA,NA,0.002,1
Warm Temperate Forest,Brazil,NA,NA,NA,NA,0.25,1,NA,NA,0.511,1
Warm Temperate Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Warm Temperate Forest,Uruguay,NA,NA,NA,NA,0,1,NA,NA,0,1
Cool Temperate Forest,Chile,NA,NA,NA,NA,0.069,1,NA,NA,0.247,1
Cool Temperate Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cool Temperate Forest,Argentina,NA,NA,NA,NA,0.187,1,NA,NA,0.191,1
Cool Temperate Forest,Argentina,NA,NA,NA,NA,0.108,1,NA,NA,0.112,1
Cool Temperate Forest,Chile,NA,NA,NA,NA,0.088,1,NA,NA,0.287,1
Cool Temperate Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cool Temperate Forest,Argentina,NA,NA,NA,NA,0.157,1,NA,NA,0.157,1
Cool Temperate Forest,Chile,NA,NA,NA,NA,0.043,1,NA,NA,0.139,1
Cool Temperate Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cool Temperate Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cool Temperate Forest,Argentina,NA,NA,NA,NA,0.215,1,NA,NA,0.22,1
Cool Temperate Forest,Chile,NA,NA,NA,NA,0.069,1,NA,NA,0.201,1
Cool Temperate Forest,Argentina,NA,NA,NA,NA,0.025,1,NA,NA,0.029,1
Cool Temperate Forest,Chile,NA,NA,NA,NA,0.035,1,NA,NA,0.06,1
Cool Temperate Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temperate Flooded & Swamp Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temperate Flooded & Swamp Forest,Mexico,NA,NA,0.31,1,0.158,1,NA,NA,0.098,1
Temperate Flooded & Swamp Forest,Argentina,NA,NA,0.498,1,0.365,1,NA,NA,0.371,1
Temperate Flooded & Swamp Forest,Uruguay,NA,NA,0.26,1,0,1,NA,NA,0,1
Temperate Flooded & Swamp Forest,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temperate Flooded & Swamp Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temperate Flooded & Swamp Forest,Brazil,NA,NA,0.264,1,0.25,1,NA,NA,0.426,1
Temperate Flooded & Swamp Forest,Argentina,NA,NA,0.27,1,0.038,1,NA,NA,0.038,1
Temperate Flooded & Swamp Forest,Chile,NA,NA,0.047,1,0.134,1,NA,NA,0.445,1
Temperate Flooded & Swamp Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temperate Flooded & Swamp Forest,Chile,NA,NA,0.089,1,0.033,1,NA,NA,0.092,1
Temperate Flooded & Swamp Forest,Argentina,NA,NA,0.389,1,0.127,1,NA,NA,0.134,1
Temperate Flooded & Swamp Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temperate Flooded & Swamp Forest,Chile,NA,NA,0.173,1,0.5,1,NA,NA,0.75,1
Temperate Flooded & Swamp Forest,Argentina,NA,NA,0.431,1,0.001,1,NA,NA,0.001,1
Temperate Flooded & Swamp Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Dry Forest & Woodland,Paraguay,NA,NA,NA,NA,0.312,1,0.594,1,0.204,1
Tropical Dry Forest & Woodland,Brazil,NA,NA,NA,NA,0.212,1,0.274,1,0.327,1
Tropical Dry Forest & Woodland,Bolivia,NA,NA,NA,NA,0.037,1,0.361,1,0.034,1
Tropical Lowland Humid Forest,El Salvador,NA,NA,NA,NA,0.113,1,0.773,1,0.19,1
Tropical Lowland Humid Forest,Honduras,NA,NA,NA,NA,0.184,1,0.51,1,0.253,1
Tropical Lowland Humid Forest,Mexico,NA,NA,NA,NA,0.245,1,0.238,1,0.255,1
Tropical Lowland Humid Forest,Nicaragua,NA,NA,NA,NA,0.272,1,0.534,1,0.401,1
Tropical Lowland Humid Forest,Panama,NA,NA,NA,NA,0.224,1,0.321,1,0.28,1
Tropical Lowland Humid Forest,Costa Rica,NA,NA,NA,NA,0.261,1,0.569,1,0.466,1
Tropical Lowland Humid Forest,Guatemala,NA,NA,NA,NA,0.256,1,0.623,1,0.237,1
Tropical Lowland Humid Forest,Belize,NA,NA,NA,NA,0.263,1,0.044,1,0.284,1
Tropical Lowland Humid Forest,Colombia,NA,NA,NA,NA,0.225,1,0.028,1,0.319,1